player_id,matches_won,matches_lost,grand_slam_matches_won,grand_slam_matches_lost,tour_finals_matches_won,tour_finals_matches_lost,alt_finals_matches_won,alt_finals_matches_lost,masters_matches_won,masters_matches_lost,olympics_matches_won,olympics_matches_lost,atp500_matches_won,atp500_matches_lost,atp250_matches_won,atp250_matches_lost,best_of_3_matches_won,best_of_3_matches_lost,best_of_5_matches_won,best_of_5_matches_lost,hard_matches_won,hard_matches_lost,clay_matches_won,clay_matches_lost,grass_matches_won,grass_matches_lost,carpet_matches_won,carpet_matches_lost,outdoor_matches_won,outdoor_matches_lost,indoor_matches_won,indoor_matches_lost,deciding_sets_won,deciding_sets_lost,fifth_sets_won,fifth_sets_lost,finals_won,finals_lost
10116,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,,,0.0,2.0,,,,,0.0,2.0,,,,,,,,
54135,0.0,1.0,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
54110,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
7411,8.0,33.0,1.0,3.0,,,,,1.0,2.0,,,1.0,5.0,5.0,23.0,7.0,27.0,1.0,6.0,0.0,4.0,7.0,24.0,1.0,3.0,0.0,2.0,8.0,29.0,0.0,4.0,3.0,9.0,0.0,1.0,,
25988,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,0.0,2.0,,,,,,,,,0.0,2.0,,,,,,
54315,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
22102,0.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
54170,1.0,5.0,,,,,,,,,,,,,1.0,5.0,1.0,5.0,,,0.0,1.0,,,1.0,4.0,,,1.0,5.0,,,1.0,0.0,,,,
47452,1.0,2.0,,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,,,,,,,1.0,2.0,,,,,,,,
15002,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
47003,0.0,2.0,,,,,,,,,,,,,,,0.0,2.0,,,0.0,1.0,,,,,,,0.0,2.0,,,0.0,1.0,,,,
10313,0.0,1.0,,,,,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,
8610,1.0,4.0,,,,,,,,,,,,,,,,,1.0,4.0,1.0,4.0,,,,,,,1.0,4.0,,,,,,,,
11067,6.0,9.0,,,,,,,,,,,,,,,,,6.0,9.0,,,,,1.0,4.0,,,6.0,9.0,,,1.0,3.0,1.0,3.0,,
9795,12.0,26.0,3.0,10.0,,,,,0.0,1.0,,,1.0,2.0,8.0,12.0,9.0,11.0,3.0,15.0,0.0,2.0,2.0,9.0,10.0,14.0,0.0,1.0,12.0,25.0,0.0,1.0,8.0,4.0,3.0,3.0,,
7048,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,0.0,,,,
11160,0.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
10334,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
10166,0.0,3.0,,,,,,,0.0,1.0,,,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,,,0.0,3.0,,,,,0.0,3.0,,,,,,,,
8486,0.0,2.0,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,2.0,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,
26042,18.0,17.0,1.0,4.0,,,,,0.0,1.0,,,1.0,1.0,16.0,11.0,17.0,13.0,1.0,4.0,7.0,7.0,10.0,8.0,1.0,2.0,,,12.0,12.0,6.0,5.0,8.0,8.0,1.0,1.0,,
10955,0.0,2.0,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,,,,,0.0,2.0,,,0.0,1.0,0.0,1.0,,
9754,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
54133,0.0,1.0,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
10853,0.0,2.0,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,2.0,,,,,0.0,2.0,,,,,,,,
8122,0.0,1.0,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,
54346,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
6957,29.0,46.0,3.0,8.0,,,,,4.0,4.0,,,0.0,3.0,21.0,31.0,21.0,32.0,8.0,14.0,1.0,3.0,22.0,33.0,6.0,6.0,0.0,4.0,29.0,41.0,0.0,5.0,9.0,8.0,2.0,2.0,,
12933,2.0,10.0,,,,,,,,,,,1.0,3.0,1.0,7.0,2.0,6.0,0.0,4.0,1.0,3.0,0.0,6.0,1.0,1.0,,,2.0,10.0,,,2.0,1.0,,,,
10085,2.0,5.0,0.0,1.0,,,,,,,,,,,2.0,4.0,2.0,4.0,0.0,1.0,,,0.0,1.0,2.0,4.0,,,2.0,5.0,,,0.0,2.0,,,,
53578,0.0,1.0,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
8505,4.0,10.0,3.0,6.0,,,,,,,,,,,1.0,4.0,0.0,2.0,4.0,8.0,,,0.0,1.0,4.0,9.0,,,4.0,10.0,,,1.0,0.0,1.0,0.0,,
46435,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
44614,2.0,2.0,,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,0.0,2.0,,,,,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,,,,
54411,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
7988,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,
44600,0.0,4.0,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,4.0,,,,,,,0.0,4.0,,,0.0,3.0,0.0,2.0,,
20242,5.0,2.0,,,,,,,,,,,,,,,3.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,,,,,5.0,2.0,,,,,,,,
8699,2.0,3.0,,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,0.0,2.0,,,,,2.0,3.0,,,2.0,0.0,2.0,0.0,,
45159,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,
54305,2.0,1.0,,,,,,,,,,,,,2.0,1.0,2.0,1.0,,,,,2.0,1.0,,,,,2.0,1.0,,,1.0,0.0,,,,
6634,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
33085,0.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
54367,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,
10832,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,
54252,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
8626,2.0,1.0,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,2.0,1.0,,,1.0,1.0,0.0,1.0,,
54394,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
54132,0.0,1.0,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
11048,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
6955,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,,0.0,1.0,,,0.0,1.0,0.0,1.0,,,,
9782,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
6562,8.0,9.0,,,,,,,,,1.0,1.0,,,,,2.0,3.0,6.0,6.0,4.0,3.0,4.0,6.0,,,,,8.0,9.0,,,3.0,1.0,2.0,1.0,,
9216,2.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,2.0,2.0,,,1.0,0.0,,,,
11766,12.0,24.0,3.0,8.0,,,,,0.0,1.0,0.0,1.0,,,4.0,8.0,8.0,15.0,4.0,9.0,7.0,14.0,4.0,7.0,1.0,3.0,,,11.0,22.0,1.0,2.0,2.0,5.0,2.0,1.0,,
8805,0.0,3.0,,,,,,,,,,,,,,,0.0,1.0,0.0,2.0,,,0.0,3.0,,,,,0.0,3.0,,,,,,,,
6973,4.0,6.0,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,,,,,4.0,6.0,,,1.0,2.0,1.0,2.0,,
7504,3.0,11.0,1.0,2.0,,,,,,,,,,,2.0,9.0,2.0,9.0,1.0,2.0,1.0,1.0,0.0,6.0,2.0,3.0,0.0,1.0,3.0,10.0,0.0,1.0,2.0,0.0,,,,
47736,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
8713,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
15128,0.0,1.0,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
22354,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
7261,17.0,22.0,0.0,2.0,,,,,,,,,,,8.0,13.0,8.0,12.0,9.0,10.0,4.0,3.0,9.0,9.0,3.0,6.0,0.0,3.0,17.0,19.0,0.0,3.0,3.0,5.0,1.0,1.0,,
8239,3.0,11.0,,,,,,,,,,,,,1.0,9.0,2.0,9.0,1.0,2.0,2.0,4.0,1.0,7.0,,,,,3.0,11.0,,,1.0,5.0,,,,
10809,1.0,3.0,,,,,,,,,,,,,,,1.0,1.0,0.0,2.0,,,1.0,3.0,,,,,1.0,3.0,,,0.0,1.0,0.0,1.0,,
6802,0.0,2.0,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,0.0,2.0,,,0.0,1.0,,,,
3344,429.0,296.0,48.0,48.0,2.0,4.0,,,116.0,85.0,4.0,2.0,59.0,38.0,174.0,105.0,357.0,233.0,72.0,63.0,247.0,163.0,105.0,81.0,24.0,26.0,53.0,26.0,280.0,214.0,149.0,82.0,144.0,99.0,10.0,18.0,10.0,14.0
4019,89.0,122.0,9.0,23.0,,,,,14.0,17.0,,,10.0,9.0,50.0,64.0,75.0,95.0,14.0,27.0,38.0,52.0,36.0,47.0,10.0,17.0,5.0,6.0,69.0,99.0,20.0,23.0,32.0,32.0,3.0,5.0,0.0,2.0
3656,255.0,287.0,30.0,53.0,,,,,29.0,44.0,,,40.0,48.0,156.0,142.0,225.0,234.0,30.0,53.0,37.0,86.0,212.0,186.0,6.0,13.0,0.0,2.0,242.0,262.0,13.0,25.0,84.0,64.0,7.0,3.0,6.0,5.0
951,9.0,17.0,,,,,,,0.0,1.0,,,,,9.0,16.0,9.0,17.0,,,0.0,2.0,9.0,14.0,,,0.0,1.0,9.0,14.0,0.0,3.0,3.0,5.0,,,0.0,1.0
3726,2.0,7.0,1.0,3.0,,,,,,,,,,,1.0,4.0,1.0,4.0,1.0,3.0,2.0,4.0,0.0,2.0,0.0,1.0,,,1.0,6.0,1.0,1.0,,,,,,
2285,2.0,10.0,,,,,,,,,,,,,0.0,2.0,1.0,6.0,1.0,4.0,2.0,7.0,0.0,3.0,,,,,2.0,10.0,,,0.0,1.0,,,,
4008,9.0,8.0,,,,,,,,,,,,,,,5.0,5.0,4.0,3.0,3.0,3.0,6.0,5.0,,,,,9.0,8.0,,,0.0,1.0,,,,
5019,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
4504,10.0,28.0,1.0,4.0,,,,,0.0,2.0,,,0.0,1.0,6.0,18.0,8.0,24.0,2.0,4.0,6.0,21.0,2.0,2.0,1.0,4.0,1.0,1.0,6.0,19.0,4.0,9.0,1.0,11.0,,,,
3407,1.0,0.0,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,1.0,0.0,,,,,,
2809,11.0,25.0,2.0,4.0,,,,,1.0,4.0,,,4.0,4.0,4.0,13.0,9.0,21.0,2.0,4.0,11.0,18.0,0.0,2.0,0.0,5.0,,,8.0,19.0,3.0,6.0,5.0,6.0,,,,
1509,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,,0.0,1.0,,,0.0,1.0,0.0,1.0,,,,
4853,2.0,4.0,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,4.0,,,,,,,2.0,4.0,,,0.0,2.0,0.0,1.0,,
4056,13.0,43.0,4.0,12.0,,,,,,,,,2.0,5.0,5.0,21.0,9.0,30.0,4.0,13.0,8.0,23.0,1.0,10.0,4.0,8.0,0.0,2.0,11.0,33.0,2.0,10.0,3.0,13.0,1.0,2.0,,
3437,0.0,2.0,,,,,,,,,,,,,0.0,1.0,0.0,2.0,,,,,0.0,2.0,,,,,0.0,2.0,,,,,,,,
1612,2.0,6.0,,,,,,,1.0,1.0,,,,,1.0,5.0,2.0,6.0,,,1.0,2.0,1.0,3.0,,,0.0,1.0,2.0,5.0,0.0,1.0,1.0,1.0,,,,
5934,22.0,28.0,4.0,6.0,,,,,1.0,4.0,0.0,1.0,2.0,1.0,15.0,16.0,18.0,22.0,4.0,6.0,4.0,11.0,18.0,16.0,0.0,1.0,,,21.0,25.0,1.0,3.0,11.0,4.0,,,0.0,1.0
3535,26.0,53.0,6.0,14.0,,,,,0.0,2.0,,,3.0,6.0,17.0,31.0,20.0,39.0,6.0,14.0,4.0,15.0,19.0,34.0,3.0,3.0,0.0,1.0,25.0,50.0,1.0,3.0,11.0,16.0,2.0,4.0,,
1331,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
1589,231.0,203.0,42.0,32.0,,,,,51.0,47.0,1.0,1.0,23.0,27.0,100.0,88.0,180.0,164.0,51.0,39.0,84.0,71.0,58.0,64.0,19.0,16.0,70.0,52.0,133.0,135.0,98.0,68.0,64.0,52.0,5.0,4.0,3.0,7.0
4234,6.0,9.0,,,,,,,,,,,,,0.0,1.0,1.0,1.0,5.0,8.0,1.0,1.0,5.0,8.0,,,,,6.0,9.0,,,2.0,3.0,2.0,2.0,,
5001,0.0,2.0,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,2.0,,,,,,,0.0,2.0,,,0.0,1.0,,,,
4316,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,
5733,4.0,7.0,,,,,,,,,,,,,,,3.0,4.0,1.0,3.0,2.0,2.0,2.0,5.0,,,,,4.0,7.0,,,3.0,1.0,1.0,0.0,,
2740,14.0,6.0,,,,,,,,,,,,,0.0,1.0,7.0,2.0,7.0,4.0,2.0,2.0,12.0,4.0,,,,,14.0,6.0,,,3.0,2.0,3.0,2.0,,
1811,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,0.0,1.0,,,,
4347,2.0,4.0,,,,,,,,,,,,,,,0.0,2.0,2.0,2.0,2.0,3.0,,,,,0.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,,,,
2956,2.0,16.0,,,,,,,,,,,,,0.0,9.0,0.0,10.0,2.0,6.0,2.0,14.0,0.0,2.0,,,,,2.0,16.0,,,,,,,,
2204,0.0,6.0,,,,,,,,,,,,,,,0.0,2.0,0.0,4.0,0.0,2.0,0.0,3.0,,,0.0,1.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,1.0,,
2469,11.0,12.0,,,,,,,,,,,,,1.0,3.0,3.0,4.0,8.0,8.0,4.0,2.0,7.0,8.0,,,0.0,2.0,11.0,10.0,0.0,2.0,2.0,3.0,0.0,2.0,,
2783,327.0,337.0,44.0,50.0,2.0,2.0,,,50.0,67.0,2.0,3.0,60.0,58.0,155.0,144.0,278.0,280.0,49.0,57.0,196.0,177.0,64.0,98.0,44.0,36.0,23.0,26.0,269.0,265.0,58.0,72.0,93.0,110.0,8.0,7.0,4.0,8.0
1475,248.0,208.0,25.0,25.0,,,,,41.0,38.0,0.0,1.0,34.0,29.0,137.0,109.0,217.0,177.0,31.0,31.0,44.0,53.0,196.0,131.0,3.0,5.0,5.0,19.0,242.0,186.0,6.0,22.0,68.0,83.0,6.0,5.0,6.0,7.0
1268,2.0,1.0,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,2.0,0.0,,,0.0,1.0,,,2.0,1.0,,,,,,,,
5466,13.0,17.0,5.0,8.0,,,,,0.0,1.0,,,,,8.0,8.0,8.0,9.0,5.0,8.0,2.0,5.0,11.0,11.0,0.0,1.0,,,11.0,16.0,2.0,1.0,5.0,3.0,2.0,1.0,,
1433,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
5280,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,
3868,35.0,65.0,2.0,9.0,,,,,0.0,4.0,,,9.0,10.0,24.0,42.0,33.0,56.0,2.0,9.0,5.0,20.0,24.0,34.0,6.0,11.0,,,35.0,62.0,0.0,3.0,8.0,19.0,0.0,2.0,,
4677,295.0,273.0,50.0,39.0,,,,,53.0,70.0,0.0,2.0,37.0,47.0,127.0,100.0,232.0,226.0,63.0,47.0,191.0,173.0,71.0,69.0,33.0,31.0,,,235.0,222.0,60.0,51.0,100.0,73.0,21.0,15.0,3.0,6.0
4708,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,
1018,2.0,8.0,,,,,,,0.0,1.0,,,,,2.0,7.0,2.0,8.0,,,,,2.0,8.0,,,,,2.0,8.0,,,1.0,1.0,,,,
2152,13.0,8.0,2.0,1.0,,,,,0.0,1.0,,,,,0.0,2.0,4.0,4.0,9.0,4.0,9.0,4.0,2.0,4.0,,,2.0,0.0,11.0,8.0,2.0,0.0,3.0,3.0,1.0,1.0,,
4988,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,
2025,112.0,113.0,21.0,21.0,,,0.0,1.0,7.0,10.0,2.0,1.0,19.0,17.0,59.0,59.0,90.0,90.0,22.0,23.0,64.0,55.0,31.0,35.0,3.0,8.0,14.0,15.0,77.0,81.0,35.0,32.0,48.0,39.0,7.0,8.0,1.0,4.0
3507,479.0,262.0,99.0,45.0,5.0,7.0,,,126.0,80.0,4.0,2.0,80.0,44.0,147.0,78.0,361.0,205.0,118.0,57.0,178.0,134.0,254.0,95.0,30.0,19.0,17.0,14.0,423.0,206.0,56.0,56.0,148.0,96.0,24.0,18.0,16.0,18.0
3162,2.0,6.0,0.0,3.0,,,,,,,,,,,2.0,3.0,2.0,3.0,0.0,3.0,1.0,3.0,,,1.0,3.0,,,2.0,6.0,,,1.0,0.0,,,,
5438,179.0,181.0,30.0,36.0,,,,,21.0,39.0,3.0,1.0,30.0,29.0,94.0,73.0,149.0,143.0,30.0,38.0,116.0,122.0,31.0,32.0,32.0,27.0,,,163.0,159.0,16.0,22.0,56.0,56.0,9.0,9.0,4.0,2.0
5363,2.0,5.0,,,,,,,,,,,,,,,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,,,,,2.0,5.0,,,1.0,1.0,0.0,1.0,,
1682,9.0,21.0,0.0,1.0,,,,,,,,,1.0,4.0,8.0,16.0,9.0,20.0,0.0,1.0,2.0,12.0,0.0,3.0,4.0,3.0,3.0,3.0,6.0,18.0,3.0,3.0,2.0,3.0,,,,
4711,14.0,34.0,5.0,9.0,,,,,,,,,5.0,6.0,4.0,19.0,9.0,25.0,5.0,9.0,0.0,6.0,11.0,21.0,3.0,6.0,0.0,1.0,14.0,30.0,0.0,4.0,3.0,11.0,2.0,0.0,,
5255,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
4692,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,0.0,2.0,,,,,,,,,0.0,2.0,,,,,,
2259,144.0,143.0,20.0,26.0,,,,,24.0,27.0,,,23.0,20.0,73.0,68.0,124.0,115.0,20.0,28.0,85.0,70.0,33.0,42.0,15.0,16.0,11.0,15.0,125.0,118.0,19.0,25.0,40.0,45.0,4.0,3.0,2.0,2.0
1510,96.0,110.0,16.0,17.0,,,,,10.0,17.0,,,27.0,19.0,43.0,54.0,80.0,92.0,16.0,18.0,51.0,55.0,5.0,13.0,22.0,16.0,18.0,26.0,72.0,77.0,24.0,33.0,37.0,41.0,2.0,5.0,0.0,2.0
3700,6.0,17.0,0.0,4.0,,,,,,,,,2.0,4.0,4.0,9.0,6.0,13.0,0.0,4.0,1.0,2.0,5.0,13.0,0.0,2.0,,,6.0,17.0,,,3.0,6.0,,,,
1150,175.0,258.0,25.0,40.0,,,,,17.0,38.0,1.0,1.0,29.0,38.0,101.0,139.0,150.0,216.0,25.0,42.0,106.0,147.0,6.0,35.0,32.0,36.0,31.0,40.0,129.0,196.0,46.0,62.0,69.0,75.0,5.0,4.0,1.0,1.0
1789,36.0,70.0,3.0,12.0,,,,,11.0,13.0,,,9.0,17.0,13.0,28.0,33.0,58.0,3.0,12.0,29.0,50.0,3.0,6.0,2.0,8.0,2.0,6.0,31.0,56.0,5.0,14.0,13.0,17.0,0.0,1.0,,
1368,58.0,82.0,5.0,10.0,,,,,5.0,6.0,0.0,1.0,4.0,7.0,44.0,57.0,53.0,71.0,5.0,11.0,5.0,11.0,53.0,66.0,0.0,5.0,,,58.0,80.0,0.0,2.0,22.0,27.0,1.0,1.0,1.0,1.0
2006,4.0,9.0,2.0,3.0,,,,,,,,,,,2.0,6.0,2.0,6.0,2.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,0.0,1.0,4.0,8.0,0.0,1.0,1.0,1.0,,,,
1857,1.0,2.0,0.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,,,,,,,1.0,2.0,,,1.0,0.0,,,,
5231,219.0,201.0,34.0,30.0,,,,,54.0,59.0,,,44.0,37.0,82.0,72.0,180.0,168.0,39.0,33.0,135.0,119.0,61.0,63.0,23.0,19.0,,,200.0,172.0,19.0,29.0,61.0,72.0,8.0,7.0,3.0,6.0
4051,9.0,6.0,,,,,,,,,,,,,,,5.0,0.0,4.0,6.0,2.0,1.0,6.0,3.0,,,1.0,2.0,8.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,,
4634,1.0,8.0,1.0,4.0,,,,,,,,,,,0.0,4.0,0.0,4.0,1.0,4.0,1.0,7.0,0.0,1.0,,,,,1.0,7.0,0.0,1.0,0.0,1.0,,,,
4470,118.0,140.0,15.0,25.0,,,,,19.0,28.0,0.0,1.0,22.0,23.0,59.0,54.0,102.0,108.0,16.0,32.0,74.0,89.0,27.0,37.0,17.0,14.0,,,85.0,110.0,33.0,30.0,39.0,41.0,5.0,4.0,1.0,1.0
1468,21.0,36.0,2.0,7.0,,,,,1.0,1.0,,,1.0,3.0,17.0,25.0,19.0,29.0,2.0,7.0,7.0,4.0,12.0,29.0,0.0,1.0,2.0,2.0,19.0,34.0,2.0,2.0,11.0,13.0,2.0,1.0,,
1829,8.0,10.0,,,,,,,,,,,0.0,1.0,8.0,9.0,8.0,10.0,,,,,8.0,10.0,,,,,8.0,10.0,,,3.0,2.0,,,,
5827,1.0,6.0,1.0,2.0,,,,,,,,,0.0,1.0,0.0,3.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,4.0,,,,,1.0,6.0,,,1.0,0.0,1.0,0.0,,
4307,31.0,75.0,4.0,11.0,,,,,1.0,3.0,,,3.0,7.0,11.0,38.0,18.0,51.0,13.0,24.0,16.0,41.0,6.0,23.0,4.0,8.0,5.0,1.0,19.0,60.0,12.0,15.0,10.0,21.0,0.0,5.0,,
2826,12.0,9.0,,,,,,,,,,,,,,,3.0,1.0,9.0,8.0,2.0,7.0,3.0,1.0,7.0,1.0,,,12.0,9.0,,,2.0,2.0,2.0,1.0,,
841,10.0,9.0,,,,,,,,,0.0,1.0,,,2.0,3.0,4.0,6.0,6.0,3.0,5.0,5.0,3.0,2.0,2.0,0.0,0.0,2.0,10.0,7.0,0.0,2.0,2.0,4.0,0.0,1.0,,
4091,1.0,2.0,1.0,1.0,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,,,1.0,2.0,,,,,1.0,2.0,,,,,,,,
1030,126.0,121.0,15.0,12.0,,,0.0,1.0,23.0,16.0,1.0,1.0,18.0,18.0,58.0,58.0,107.0,99.0,19.0,22.0,13.0,15.0,96.0,76.0,1.0,5.0,16.0,25.0,109.0,93.0,17.0,28.0,38.0,45.0,2.0,7.0,1.0,2.0
4614,0.0,2.0,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,
5065,1.0,3.0,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,,,,,1.0,2.0,0.0,1.0,,,,,,
2765,172.0,129.0,37.0,24.0,,,0.0,1.0,34.0,38.0,0.0,1.0,17.0,11.0,69.0,47.0,127.0,102.0,45.0,27.0,99.0,61.0,22.0,31.0,23.0,13.0,28.0,24.0,112.0,90.0,60.0,39.0,51.0,40.0,10.0,3.0,4.0,2.0
5985,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,
3318,9.0,28.0,0.0,3.0,,,,,0.0,1.0,,,1.0,5.0,7.0,17.0,9.0,23.0,0.0,5.0,2.0,7.0,7.0,19.0,0.0,1.0,0.0,1.0,9.0,24.0,0.0,4.0,4.0,9.0,,,,
1484,6.0,6.0,,,,,,,0.0,1.0,,,,,2.0,5.0,4.0,6.0,2.0,0.0,0.0,2.0,6.0,4.0,,,,,6.0,6.0,,,3.0,3.0,1.0,0.0,,
